Word,Count
\List.span(List(1,2,3),\,4
compile,4
\`Arr&lt;Arr&lt;A&gt;&gt;`,\,4
<returns>Split,4
`Option&lt;Option&lt;A&gt;&gt;`</returns>,4
all',4
'f',4
Of,4
`OptionUnsafe&lt;HashSet&lt;A&gt;&gt;`</returns>,4
`HashSet&lt;Seq&lt;A&gt;&gt;`</returns>,4
<returns>`OptionUnsafe&lt;OptionAsync&lt;C&gt;&gt;`,4
smaller,4
\name="\self"\>Seq</param>\,4
3),4
\name="\self"\></param>\,4
environment.</param>,4
\`TryOption&lt;Lst&lt;A&gt;&gt;`,\,4
\name="\Success"\>Success\,4
\typo,\,4
succeeded</returns>,4
\Tuple(2,\,4
(not,4
user-state,4
<returns>`OptionAsync&lt;IEnumerable&lt;B&gt;&gt;`,4
*fields*,4
<remarks>You,4
`Lst&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,4
<returns>`OptionUnsafe&lt;TryAsync&lt;C&gt;&gt;`,4
<returns>(),4
simply,4
\`Set&lt;Seq&lt;A&gt;&gt;`,\,4
\`IReadOnlyDictionary<K,\,4
prettifying,4
data,4
removing,4
bool)`,4
`Arr&lt;Set&lt;A&gt;&gt;`</returns>,4
captures,4
indented,4
enclosed,4
We,4
<returns>Reader,4
\`Option&lt;HashSet&lt;A&gt;&gt;`,\,4
facilitate,4
m2);,4
someHandler,4
`Seq&lt;Seq&lt;A&gt;&gt;`</returns>,4
<returns>When,4
`IEnumerable&lt;TryOption&lt;A&gt;&gt;`</returns>,4
fails</returns>,4
retrieves,4
\`IEnumerable&lt;Lst&lt;A&gt;&gt;`,\,4
\`HashSet&lt;TryOption&lt;A&gt;&gt;`,\,4
provider,4
\`Try&lt;HashSet&lt;A&gt;&gt;`,\,4
\IfNone,\,4
\empty,\,4
\`Try&lt;Option&lt;A&gt;&gt;`,\,4
'try',4
mplus),4
\`Option&lt;Option&lt;A&gt;&gt;`,\,4
`Lst&lt;Try&lt;A&gt;&gt;`</returns>,4
\`Try&lt;Seq&lt;A&gt;&gt;`,\,4
stacks</returns>,4
LanguageExt.Trans;,4
`Option&lt;Set&lt;A&gt;&gt;`</returns>,4
\`Seq&lt;Lst&lt;A&gt;&gt;`,\,4
*all*,4
(flatmap),4
got,4
\`Arr&lt;Option&lt;A&gt;&gt;`,\,4
\name="\SELF"\>Self\,4
`IEnumerable&lt;Option&lt;A&gt;&gt;`</returns>,4
`Option&lt;Arr&lt;A&gt;&gt;`</returns>,4
\`TryOption&lt;Try&lt;A&gt;&gt;`,\,4
\name="\input"\>Input\,4
OptionAsync<B></returns>,4
\`Lst&lt;Lst&lt;A&gt;&gt;`,\,4
cancel,4
<returns>OptionT,4
letExpr,4
`HashSet&lt;HashSet&lt;A&gt;&gt;`</returns>,4
define,4
custom,4
\`HashSet&lt;Option&lt;A&gt;&gt;`,\,4
utopia,4
(-1),4
common,4
\`Arr&lt;IEnumerable&lt;A&gt;&gt;`,\,4
level,4
Try&lt;C&gt;&gt;`,4
\fold(xs,\,4
while,4
<returns>`Arr&lt;TryAsync&lt;C&gt;&gt;`,4
<returns>`Lst&lt;OptionAsync&lt;C&gt;&gt;`,4
`OptionUnsafe&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,4
\c),\,4
\`Option&lt;OptionUnsafe&lt;A&gt;&gt;`,\,4
\`HashSet&lt;Seq&lt;A&gt;&gt;`,\,4
\`Set&lt;Lst&lt;A&gt;&gt;`,\,4
\x.Add<Metres,\,4
!=,4
'for,4
`Lst&lt;IEnumerable&lt;A&gt;&gt;`</returns>,4
<returns>`IEnumerable&lt;Task&lt;C&gt;&gt;`,4
<returns>`HashSet&lt;TryOptionAsync&lt;C&gt;&gt;`,4
<returns>`Option&lt;Task&lt;C&gt;&gt;`,4
except,4
`Set&lt;Seq&lt;A&gt;&gt;`</returns>,4
\`TryOption&lt;Arr&lt;A&gt;&gt;`,\,4
`Seq&lt;Arr&lt;A&gt;&gt;`</returns>,4
`Try&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,4
\`Try&lt;Try&lt;A&gt;&gt;`,\,4
\Lst,\,4
`Seq&lt;TryOption&lt;A&gt;&gt;`</returns>,4
`OptionAsync&lt;Try&lt;A&gt;&gt;`</param>,3
`Seq&lt;Task&lt;A&gt;&gt;`</param>,3
`Try&lt;Task&lt;A&gt;&gt;`</param>,3
Mixing,3
`IEnumerable&lt;TryAsync&lt;A&gt;&gt;`</param>,3
NotSupportedException,3
`HashSet&lt;TryAsync&lt;A&gt;&gt;`</param>,3
\`TryOption&lt;OptionAsync&lt;A&gt;&gt;`,\,3
Exception</returns>,3
bool)>,3
`TryAsync&lt;Lst&lt;A&gt;&gt;`</param>,3
match</typeparam>,3
'match',3
none,3
`Task&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,3
post-subscription,3
\`TryAsync&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
push</param>,3
works,3
<returns>Top,3
algorithm,3
`Task&lt;Task&lt;A&gt;&gt;`</param>,3
Convenience,3
NullableT,3
\`Seq&lt;TryAsync&lt;A&gt;&gt;`,\,3
\`Lst&lt;Task&lt;A&gt;&gt;`,\,3
t1,3
\name="\root"\></param>\,3
`Task&lt;TryOption&lt;A&gt;&gt;`</param>,3
meaningless,3
<returns>!f</returns>,3
\`Lst&lt;OptionAsync&lt;A&gt;&gt;`,\,3
\name="\otherwiseMap"\>Default\,3
Some(a),3
`TryOptionAsync&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,3
iterating,3
off,3
collection</param>,3
not),3
`Lst&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
API,3
Some:,3
`B`</returns>,3
\noneOf("\aeiou"\)\,3
`OptionAsync&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
\`Lst&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
(select)</param>,3
ScriptExprs,3
\`OptionAsync&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
ask<int>(),3
relationship,3
\`Option&lt;TryAsync&lt;A&gt;&gt;`,\,3
\(List(1,2,3),List())\,3
`OptionUnsafe&lt;Task&lt;A&gt;&gt;`</param>,3
reader,3
\apply(apply(SomeUnsafe(add),\,3
\name="\Term4"\>Fourth\,3
internals,3
default(L)</returns>,3
'in,3
`TryOptionAsync&lt;Arr&lt;A&gt;&gt;`</param>,3
10,3
\name="\list"\>Listto\,3
System.Double,3
care,3
NUM</param>,3
`HashSet&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
hashing,3
top-of-stack,3
\name="\otherwiseValue"\>Default\,3
\Tuple(1,\,3
\`OptionUnsafe&lt;Task&lt;A&gt;&gt;`,\,3
Because,3
`TryOptionAsync&lt;Seq&lt;A&gt;&gt;`</param>,3
Yard,3
\`TryOption&lt;Task&lt;A&gt;&gt;`,\,3
`Arr&lt;TryAsync&lt;A&gt;&gt;`</param>,3
(for,3
<returns>Stck.Empty,3
(returns,3
\`TryOptionAsync&lt;TryAsync&lt;A&gt;&gt;`,\,3
encountered,3
<returns>Popped,3
character.</returns>,3
lexer,3
PRED</exception>,3
Patch,3
`Arr&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
`Task&lt;Set&lt;A&gt;&gt;`</param>,3
prefixed,3
\name="\otherwise"\>Default\,3
5));,3
\`Set&lt;Task&lt;A&gt;&gt;`,\,3
Truth,3
\(List(1,2),List(3,4,1,2,3,4))\,3
much,3
Starling,3
updating,3
\`TryAsync&lt;Task&lt;A&gt;&gt;`,\,3
ma.IsSome,3
fully,3
Foldable,3
<returns>Matching,3
strings,3
Arr,3
Just,3
invoke</returns>,3
B>(Option<A>,3
\`Lst&lt;TryAsync&lt;A&gt;&gt;`,\,3
position,3
`a,3
publish,3
readonly,3
`Seq&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
four,3
default(MONADB).Fail();,3
quite,3
`Option&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
\`OptionAsync&lt;OptionAsync&lt;A&gt;&gt;`,\,3
message'),3
Idiot,3
\name="\EqA"\>Eq\,3
\`TryAsync&lt;OptionAsync&lt;A&gt;&gt;`,\,3
\`Arr&lt;Task&lt;A&gt;&gt;`,\,3
`Option&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
match</returns>,3
\`HashSet&lt;OptionAsync&lt;A&gt;&gt;`,\,3
components,3
style:,3
`Try&lt;TryAsync&lt;A&gt;&gt;`</param>,3
explicitly,3
`TryAsync&lt;IEnumerable&lt;A&gt;&gt;`</param>,3
\`TryOptionAsync&lt;Task&lt;A&gt;&gt;`,\,3
infamous,3
https://en.wikipedia.org/wiki/Monad_(functional_programming),3
\`IEnumerable&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
\name="\v"\>Task\,3
\`HashSet&lt;TryAsync&lt;A&gt;&gt;`,\,3
Discriminated,3
combination,3
read,3
`OptionAsync&lt;Arr&lt;A&gt;&gt;`</param>,3
primarily,3
\name="\FunctorAB"\>Functor\,3
Event,3
`OptionAsync&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,3
occurred,3
`OptionAsync&lt;Set&lt;A&gt;&gt;`</param>,3
`Task&lt;Try&lt;A&gt;&gt;`</param>,3
been,3
\`OptionUnsafe&lt;OptionAsync&lt;A&gt;&gt;`,\,3
Hash,3
`Lst&lt;TryAsync&lt;A&gt;&gt;`</param>,3
distinct,3
fails),3
Safely,3
\('a',\,3
\name="\map"\>Function\,3
\`Seq&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
item),3
\`Arr&lt;OptionAsync&lt;A&gt;&gt;`,\,3
`OptionAsync&lt;Task&lt;A&gt;&gt;`</param>,3
\(`Option`,\,3
adding,3
`Task&lt;HashSet&lt;A&gt;&gt;`</param>,3
\-1,\,3
\`OptionAsync&lt;Task&lt;A&gt;&gt;`,\,3
\`Try&lt;Task&lt;A&gt;&gt;`,\,3
Feet,3
\`TryOptionAsync&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
});,3
`TryOptionAsync&lt;Option&lt;A&gt;&gt;`</param>,3
reverse,3
\`Seq&lt;Task&lt;A&gt;&gt;`,\,3
`TryAsync&lt;TryOption&lt;A&gt;&gt;`</param>,3
\`TryOption&lt;TryAsync&lt;A&gt;&gt;`,\,3
\name="\TR"\>Right</typeparam>\,3
<returns>Stack,3
\Y-combinator,\,3
7*ft;,3
`IEnumerable&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
strip,3
'take',3
`TryOption&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
`Try&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
`TryAsync&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
Map(,3
problems,3
why,3
hands,3
states:,3
4,3
\`Option&lt;OptionAsync&lt;A&gt;&gt;`,\,3
3);,3
\name="\T"\>Value\,3
Option</returns>,3
\name="\A"\>Key\,3
use:,3
`TryOptionAsync&lt;HashSet&lt;A&gt;&gt;`</param>,3
Bank,3
\faulted),\,3
`OptionAsync&lt;HashSet&lt;A&gt;&gt;`</param>,3
\`OptionUnsafe&lt;TryAsync&lt;A&gt;&gt;`,\,3
`OptionAsync&lt;Option&lt;A&gt;&gt;`</param>,3
OptionV<A>,3
\cref="\ArgumentOutOfRangeException"\>If\,3
'makeTokenParser',3
`Task&lt;Seq&lt;A&gt;&gt;`</param>,3
Falsity,3
false.</returns>,3
\`Option&lt;Task&lt;A&gt;&gt;`,\,3
\name="\None"\>Default\,3
i,3
\`HashSet&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
fastest,3
property,3
0;,3
\`Set&lt;TryAsync&lt;A&gt;&gt;`,\,3
f(a));,3
`IEnumerable&lt;Task&lt;A&gt;&gt;`</param>,3
\`TryOption&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
safely,3
enumeration,3
(Map,3
HasValue,3
InitTest,3
`HashSet&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
message',3
\name="\MONADB"\>Type-class\,3
`Seq&lt;TryAsync&lt;A&gt;&gt;`</param>,3
f(ma.Value),3
`Try&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
performance,3
namely,3
`false`,3
`TryOptionAsync&lt;TryOption&lt;A&gt;&gt;`</param>,3
\`Try&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
I,3
<returns>Asynchronous,3
\name="\left"\></param>\,3
`TryOptionAsync&lt;Lst&lt;A&gt;&gt;`</param>,3
\Cond,\,3
\TryAsync<int>,\,3
parse,3
V),3
\name="\type"\></param>\,3
conflicting,3
message</param>,3
\'oneOf',\,3
\`Set&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
`Task&lt;IEnumerable&lt;A&gt;&gt;`</param>,3
\well,\,3
Remarks,3
`Arr&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
Optional<A>,3
`TryOption&lt;TryAsync&lt;A&gt;&gt;`</param>,3
request/response,3
`TryAsync&lt;Seq&lt;A&gt;&gt;`</param>,3
'LanguageDef',3
example</typeparam>,3
`Lst&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
\name="\TException"\></typeparam>\,3
\`OptionUnsafe&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
`Seq&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
`FAIL`,3
ConcurrentDictionary,3
\`IEnumerable&lt;OptionAsync&lt;A&gt;&gt;`,\,3
`Task&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
HashMap,3
\`Task&lt;Task&lt;A&gt;&gt;`,\,3
`TryOptionAsync&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
'Otherwise()',3
`TryAsync&lt;Arr&lt;A&gt;&gt;`</param>,3
\`Task&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
Describes,3
\Count,\,3
\name="\ADD"\>Add\,3
Mockingbird,3
\`Try&lt;OptionAsync&lt;A&gt;&gt;`,\,3
2);,3
leak,3
\'b',\,3
nesting,3
`TryAsync&lt;TryAsync&lt;A&gt;&gt;`</param>,3
IObservable,3
\`HashSet&lt;Task&lt;A&gt;&gt;`,\,3
\`Option&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
metres,3
`TryOptionAsync&lt;Try&lt;A&gt;&gt;`</param>,3
Millisecond,3
T),3
`Task&lt;TryAsync&lt;A&gt;&gt;`</param>,3
ToString,3
`OptionAsync&lt;TryOption&lt;A&gt;&gt;`</param>,3
\name="\C"\>Third\,3
'wrong',3
CondAsync.Else(),3
correctly,3
within,3
`OptionUnsafe&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
\name="\A"\>Item\,3
top</returns>,3
\`Arr&lt;TryAsync&lt;A&gt;&gt;`,\,3
4);,3
`Set&lt;Task&lt;A&gt;&gt;`</param>,3
Sage,3
most,3
<returns>Tuple,3
<returns>Head,3
\`IEnumerable&lt;Task&lt;A&gt;&gt;`,\,3
OptionAsyncal</param>,3
complex,3
`TryOptionAsync&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
Thrush,3
safe,3
B</typeparam>,3
Numbers,3
'listen',3
`TryOption&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
`TryAsync&lt;HashSet&lt;A&gt;&gt;`</param>,3
modified,3
`Task&lt;Arr&lt;A&gt;&gt;`</param>,3
Unlike,3
<returns>Throws,3
`TryAsync&lt;Task&lt;A&gt;&gt;`</param>,3
7*yd;,3
\lhs,\,3
d)`,3
int</param>,3
`TryOption&lt;Task&lt;A&gt;&gt;`</param>,3
\`Try&lt;TryAsync&lt;A&gt;&gt;`,\,3
computed,3
popped</returns>,3
oneOf(str),3
e,3
`Lst&lt;Task&lt;A&gt;&gt;`</param>,3
<returns>Try,3
Clock,3
Version,3
tree</returns>,3
\`true`,\,3
`Task&lt;Option&lt;A&gt;&gt;`</param>,3
avoid,3
\this,\,3
SomeUnsafe(add),3
/zero/,3
`OptionUnsafe&lt;TryAsync&lt;A&gt;&gt;`</param>,3
`IEnumerable&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
(skips,3
\True,\,3
<returns>`true`,3
default(MONADB).Fail(),3
card,3
\name="\self"\>Option\,3
append:,3
quotient,3
\filtered,\,3
`TryOptionAsync&lt;IEnumerable&lt;A&gt;&gt;`</param>,3
ternary,3
Constant,3
symbol,3
divisor,3
\name="\either"\></param>\,3
\Unit,\,3
\EitherUnsafe,\,3
8-bit,3
`TryAsync&lt;Set&lt;A&gt;&gt;`</param>,3
`Arr&lt;Task&lt;A&gt;&gt;`</param>,3
Holds,3
`TryAsync&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,3
<returns>if,3
\Skip,\,3
<returns>sequence</returns>,3
<returns>Untouched,3
f(disposable)</returns>,3
\`Task&lt;OptionAsync&lt;A&gt;&gt;`,\,3
sub-ranges,3
`TryAsync&lt;Try&lt;A&gt;&gt;`</param>,3
\`Seq&lt;OptionAsync&lt;A&gt;&gt;`,\,3
\MTryAsync<int>,\,3
dual,3
\b`,\,3
\"\E"\)\,3
\So,\,3
`Option&lt;TryAsync&lt;A&gt;&gt;`</param>,3
accepts,3
\`Arr&lt;TryOptionAsync&lt;A&gt;&gt;`,\,3
sums,3
consonant,3
`TryOptionAsync&lt;Set&lt;A&gt;&gt;`</param>,3
`HashSet&lt;Task&lt;A&gt;&gt;`</param>,3
Contains,3
Chooses,3
\instead,\,3
noneOf(str),3
\`Set&lt;OptionAsync&lt;A&gt;&gt;`,\,3
Queer,3
\`Task&lt;TryAsync&lt;A&gt;&gt;`,\,3
small,3
`d`,3
popped,3
\error',\,3
tuples</returns>,3
\name="\step"\>The\,3
queryable,3
`OptionAsync&lt;Seq&lt;A&gt;&gt;`</param>,3
our,3
\name="\to"\>The\,3
Empty),3
`Set&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
\`OptionAsync&lt;TryAsync&lt;A&gt;&gt;`,\,3
\(List(),List(1,2,3))\,3
value-type,3
`OptionUnsafe&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
section,3
None:,3
Safe,3
money,3
BiFoldable,3
\name="\project"\>Final\,3
`OptionAsync&lt;IEnumerable&lt;A&gt;&gt;`</param>,3
`TryOptionAsync&lt;Task&lt;A&gt;&gt;`</param>,3
`OptionAsync&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
`TryAsync&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
`Set&lt;OptionAsync&lt;A&gt;&gt;`</param>,3
\compositions,\,3
pop,3
content,3
Matches,3
TryAsync<A>,3
`Task&lt;Lst&lt;A&gt;&gt;`</param>,3
word,3
`OptionAsync&lt;TryAsync&lt;A&gt;&gt;`</param>,3
\name="\MB"\>Type\,3
list.Count,3
main,3
increment,3
\`IEnumerable&lt;TryAsync&lt;A&gt;&gt;`,\,3
<returns>Conditional,3
`Seq`,3
\`applicable(p,\,3
`Set&lt;TryAsync&lt;A&gt;&gt;`</param>,3
<returns>Type,3
`OptionAsync&lt;Lst&lt;A&gt;&gt;`</param>,3
full,3
`TryOptionAsync&lt;TryAsync&lt;A&gt;&gt;`</param>,3
`Task&lt;TryOptionAsync&lt;A&gt;&gt;`</param>,3
considered,3
\`TryAsync&lt;TryAsync&lt;A&gt;&gt;`,\,3
\`TryOptionAsync&lt;OptionAsync&lt;A&gt;&gt;`,\,3
`TryAsync&lt;Option&lt;A&gt;&gt;`</param>,3
Kestrel,3
`Option&lt;Task&lt;A&gt;&gt;`</param>,3
Below,3
Ord,3
month,3
range</returns>,2
Whenever,2
implements,2
\`Lst`,\,2
<returns>`Try&lt;Option&lt;B&gt;&gt;`</returns>,2
concrete,2
\compare<OrdDefault<A>,\,2
\name="\f"\></param>\,2
<returns>`Task&lt;Try&lt;B&gt;&gt;`</returns>,2
exception</returns>,2
\name="\NUM"\>Product\,2
raw,2
`HashSet&lt;TryAsync&lt;A&gt;&gt;`</returns>,2
`Try&lt;TryOptionAsync&lt;A&gt;&gt;`</returns>,2
OrdDefault,2
`HashSet&lt;Task&lt;A&gt;&gt;`</returns>,2
field,2
`Insert`,2
\(ordinal,\,2
B>(CH,2
there's,2
<returns>`IEnumerable&lt;Option&lt;B&gt;&gt;`</returns>,2
`HashSet&lt;HashSet&lt;B&gt;&gt;`,2
close,2
memoization,2
entries),2
`TryOptionAsync&lt;TryOption&lt;B&gt;&gt;`,2
\Seq,\,2
'product',2
`Arr&lt;Seq&lt;B&gt;&gt;`,2
Assoc,2
7*mile;,2
constructed</typeparam>,2
<returns>`HashSet&lt;TryOption&lt;B&gt;&gt;`</returns>,2
nodes,2
\comments,\,2
\TryAsync,\,2
<returns>`Arr&lt;Arr&lt;A&gt;&gt;`</returns>,2
\name="\FailMap"\>Function\,2
`take`,2
(1),2
Conversion,2
isnull(value)</returns>,2
'Option',2
p),2
<returns>`HashSet&lt;Set&lt;A&gt;&gt;`</returns>,2
6,2
None(Action),2
`TryOptionAsync&lt;Option&lt;A&gt;&gt;`</returns>,2
conflict,2
<returns>`Seq&lt;OptionUnsafe&lt;B&gt;&gt;`</returns>,2
\choicei(ps,\,2
setState,2
Right:,2
\"\Hello\,2
tested,2
<returns>`HashSet&lt;Arr&lt;B&gt;&gt;`</returns>,2
Pass,2
'natural',2
TryOptionAsync<A>,2
`Right`,2
\name="\asyncMap"\>Inner\,2
Record,2
<returns>`IEnumerable&lt;Seq&lt;A&gt;&gt;`</returns>,2
\convenience,\,2
<returns>`Seq&lt;Seq&lt;A&gt;&gt;`</returns>,2
<returns>`IEnumerable&lt;Lst&lt;B&gt;&gt;`</returns>,2
Lst/Stck/Que,2
<returns>`Try&lt;Seq&lt;B&gt;&gt;`</returns>,2
MonadA,2
Right(x),2
`TryAsync&lt;HashSet&lt;B&gt;&gt;`,2
default(MONADB).Id(_,2
many1(p),2
`Arr&lt;OptionAsync&lt;A&gt;&gt;`</returns>,2
recursion,2
<returns>`TryOption&lt;IEnumerable&lt;A&gt;&gt;`</returns>,2
1)),2
\case,\,2
<returns>`TryOption&lt;Try&lt;B&gt;&gt;`</returns>,2
`Option&lt;Option&lt;B&gt;&gt;`,2
\other),\,2
OperatorTable,2
\attempt(str("\let"\))\,2
<returns>`Task&lt;Task&lt;B&gt;&gt;`</returns>,2
`TryAsync&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,2
\name="\a"\>Option\,2
`OptionUnsafe`,2
Parser<int>,2
yield,2
`TryAsync&lt;Lst&lt;B&gt;&gt;`,2
<returns>`Try&lt;Seq&lt;A&gt;&gt;`</returns>,2
<returns>`TryOptionAsync&lt;OptionAsync&lt;B&gt;&gt;`</returns>,2
<returns>`Arr&lt;TryOption&lt;B&gt;&gt;`</returns>,2
They're,2
`ma()`,2
<returns>`TryOptionAsync&lt;TryOptionAsync&lt;B&gt;&gt;`</returns>,2
lhs.Append(rhs);,2
(starting,2
eliminate,2
\name="\delayUntil"\>DateTime\,2
ID,2
associated,2
`OptionAsync&lt;Set&lt;B&gt;&gt;`,2
`Seq&lt;IEnumerable&lt;B&gt;&gt;`,2
mbStart,2
dispatching,2
\name="\FABC"\>Type\,2
Visitor,2
SuccessMap,2
Different,2
nerr,2
well,2
<returns>`Option&lt;Set&lt;B&gt;&gt;`</returns>,2
\'c',\,2
`HashSet&lt;Arr&lt;B&gt;&gt;`,2
<returns>`Arr&lt;Set&lt;B&gt;&gt;`</returns>,2
\output2),\,2
`Seq&lt;HashSet&lt;B&gt;&gt;`,2
mult),2
\postfix("\++"\,\,2
Tries,2
],2
taskOpt,2
`OptionAsync&lt;TryAsync&lt;B&gt;&gt;`,2
<returns>`Option&lt;IEnumerable&lt;A&gt;&gt;`</returns>,2
<returns>`Option&lt;Set&lt;A&gt;&gt;`</returns>,2
number),2
\Seq.span(Seq(1,2,3),\,2
rely,2
\SomeUnsafe(3)),\,2
\default(CHOICE).MatchUnsafe(mma,\,2
`TryOptionAsync&lt;Task&lt;B&gt;&gt;`,2
`OptionAsync&lt;Set&lt;A&gt;&gt;`</returns>,2
`IEnumerable&lt;Option&lt;B&gt;&gt;`,2
\apply(diff(d,\,2
lazily,2
`Arr&lt;Task&lt;A&gt;&gt;`</returns>,2
bindable,2
`OptionAsync&lt;TryOption&lt;A&gt;&gt;`</returns>,2
\fails,\,2
`Task&lt;Arr&lt;A&gt;&gt;`</returns>,2
`Option&lt;Task&lt;A&gt;&gt;`</returns>,2
`Reader`,2
\"\le"\\,2
constrained,2
keywordLet,2
(this)</returns>,2
EqOpt,2
minimises,2
<returns>`HashSet&lt;HashSet&lt;B&gt;&gt;`</returns>,2
\culture,\,2
\output2,\,2
Some(value),2
<returns>`IEnumerable&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,2
`Lst&lt;Try&lt;B&gt;&gt;`,2
Some(Func),2
Implements,2
10);,2
result([]),2
`HashSet&lt;OptionUnsafe&lt;B&gt;&gt;`,2
<returns>`Set&lt;Option&lt;B&gt;&gt;`</returns>,2
<returns>`Lst&lt;HashSet&lt;A&gt;&gt;`</returns>,2
<returns>`OptionAsync&lt;TryOption&lt;B&gt;&gt;`</returns>,2
OnFinalise,2
throwing,2
`OptionAsync&lt;Try&lt;B&gt;&gt;`,2
\name="\Term5"\>Fifth\,2
future,2
<returns>`Lst&lt;TryOption&lt;B&gt;&gt;`</returns>,2
propagates,2
<returns>`IEnumerable&lt;IEnumerable&lt;A&gt;&gt;`</returns>,2
<returns>IEnumerator</returns>,2
b;,2
\chain,\,2
ParserResult,2
\"\x"\,\,2
getting,2
determine,2
`Set&lt;TryAsync&lt;A&gt;&gt;`</returns>,2
\name="\self"\>Dictionary</param>\,2
programming,2
\total,\,2
<returns>`TryOption&lt;Try&lt;A&gt;&gt;`</returns>,2
added.</typeparam>,2
`Option&lt;Set&lt;B&gt;&gt;`,2
whereas,2
generation,2
\(default(A),\,2
missing,2
<returns>`Option&lt;Try&lt;A&gt;&gt;`</returns>,2
gets,2
<returns>`Arr&lt;Lst&lt;B&gt;&gt;`</returns>,2
\diff(b,\,2
Task<TryOption<A>>,2
<returns>`Try&lt;Arr&lt;A&gt;&gt;`</returns>,2
`TryAsync&lt;Arr&lt;B&gt;&gt;`,2
<returns>`Try&lt;HashSet&lt;B&gt;&gt;`</returns>,2
\optionOrElse(x,\,2
`TryAsync&lt;TryOptionAsync&lt;A&gt;&gt;`</returns>,2
\name="\FBC"\>Type\,2
<returns>`TryAsync&lt;Try&lt;B&gt;&gt;`</returns>,2
<returns>`Option&lt;OptionUnsafe&lt;B&gt;&gt;`</returns>,2
concatenated</returns>,2
`HashSet&lt;TryOptionAsync&lt;A&gt;&gt;`</returns>,2
`OptionUnsafe&lt;Try&lt;B&gt;&gt;`,2
<returns>`Task&lt;TryAsync&lt;B&gt;&gt;`</returns>,2
<returns>`OptionAsync&lt;HashSet&lt;B&gt;&gt;`</returns>,2
\name="\value"\>Option</param>\,2
<returns>`Arr&lt;Arr&lt;B&gt;&gt;`</returns>,2
Booleans,2
`Try&lt;HashSet&lt;B&gt;&gt;`,2
`Arr&lt;Option&lt;B&gt;&gt;`,2
<returns>`Arr&lt;HashSet&lt;B&gt;&gt;`</returns>,2
`Try&lt;IEnumerable&lt;B&gt;&gt;`,2
consists,2
`Option&lt;TryOptionAsync&lt;A&gt;&gt;`</returns>,2
q)`,2
ordered,2
Inch,2
\line-lengths,\,2
\suboptimal,\,2
span,2
\chainr(p,op,x)\,2
fit,2
<returns>`Try&lt;Lst&lt;A&gt;&gt;`</returns>,2
<returns>`TryAsync&lt;HashSet&lt;B&gt;&gt;`</returns>,2
mres,2
<returns>`Option&lt;Try&lt;B&gt;&gt;`</returns>,2
values.</typeparam>,2
match',2
`TryOptionAsync&lt;Arr&lt;A&gt;&gt;`</returns>,2
`W`,2
`Seq&lt;Try&lt;B&gt;&gt;`,2
exponent:,2
